id,priority,skillId,targetWord,pair,itemType,imageNeeded,audioNeeded,suggestedImagePath,suggestedAudioPath,imagePrompt,audioPrompt,reason,existingImageCount,existingAudioCount,sourcePromptType,notes
wm-0343,P1,verbs,decorate,,verb,true,true,public/images/assessment/language/variants/verbs/decorate-01.webp,public/audio/vocabulary/decorate.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""decorate"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""decorate"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0344,P1,verbs,describe,,verb,true,true,public/images/assessment/language/variants/verbs/describe-01.webp,public/audio/vocabulary/describe.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""describe"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""describe"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0345,P1,verbs,discover,,verb,true,true,public/images/assessment/language/variants/verbs/discover-01.webp,public/audio/vocabulary/discover.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""discover"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""discover"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0346,P1,verbs,divide,,verb,true,true,public/images/assessment/language/variants/verbs/divide-01.webp,public/audio/vocabulary/divide.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""divide"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""divide"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0347,P1,verbs,drive,,verb,false,true,,public/audio/vocabulary/drive.mp3,,"Record clean child-friendly American English audio for ""drive"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,2,0,action_verb_image_and_word_audio,
wm-0348,P1,verbs,eat,,verb,false,true,,public/audio/vocabulary/eat.mp3,,"Record clean child-friendly American English audio for ""eat"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,2,0,action_verb_image_and_word_audio,
wm-0349,P1,verbs,explain,,verb,false,true,,public/audio/vocabulary/explain.mp3,,"Record clean child-friendly American English audio for ""explain"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0350,P1,verbs,explore,,verb,true,true,public/images/assessment/language/variants/verbs/explore-01.webp,public/audio/vocabulary/explore.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""explore"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""explore"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0351,P1,verbs,fall,,verb,false,true,,public/audio/vocabulary/fall.mp3,,"Record clean child-friendly American English audio for ""fall"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,6,0,action_verb_image_and_word_audio,
wm-0352,P1,verbs,find,,verb,true,false,public/images/assessment/language/variants/verbs/find-01.webp,,"Create a clear child-friendly cartoon-realistic image showing the action verb ""find"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,1,action_verb_image_and_word_audio,
wm-0353,P1,verbs,finish,,verb,false,true,,public/audio/vocabulary/finish.mp3,,"Record clean child-friendly American English audio for ""finish"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0354,P1,verbs,fly,,verb,false,true,,public/audio/vocabulary/fly.mp3,,"Record clean child-friendly American English audio for ""fly"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0355,P1,verbs,fold,,verb,true,true,public/images/assessment/language/variants/verbs/fold-01.webp,public/audio/vocabulary/fold.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""fold"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""fold"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0356,P1,verbs,follow,,verb,false,true,,public/audio/vocabulary/follow.mp3,,"Record clean child-friendly American English audio for ""follow"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0357,P1,verbs,gather,,verb,true,true,public/images/assessment/language/variants/verbs/gather-01.webp,public/audio/vocabulary/gather.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""gather"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""gather"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0358,P1,verbs,give,,verb,true,true,public/images/assessment/language/variants/verbs/give-01.webp,public/audio/vocabulary/give.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""give"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""give"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0359,P1,verbs,glue,,verb,true,true,public/images/assessment/language/variants/verbs/glue-01.webp,public/audio/vocabulary/glue.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""glue"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""glue"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0360,P1,verbs,go,,verb,true,false,public/images/assessment/language/variants/verbs/go-01.webp,,"Create a clear child-friendly cartoon-realistic image showing the action verb ""go"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,1,action_verb_image_and_word_audio,
wm-0361,P1,verbs,grow,,verb,false,true,,public/audio/vocabulary/grow.mp3,,"Record clean child-friendly American English audio for ""grow"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0362,P1,verbs,help,,verb,false,true,,public/audio/vocabulary/help.mp3,,"Record clean child-friendly American English audio for ""help"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0363,P1,verbs,hide,,verb,false,true,,public/audio/vocabulary/hide.mp3,,"Record clean child-friendly American English audio for ""hide"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,6,0,action_verb_image_and_word_audio,
wm-0364,P1,verbs,hold,,verb,false,true,,public/audio/vocabulary/hold.mp3,,"Record clean child-friendly American English audio for ""hold"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0365,P1,verbs,hug,,verb,false,true,,public/audio/vocabulary/hug.mp3,,"Record clean child-friendly American English audio for ""hug"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0366,P1,verbs,invite,,verb,true,true,public/images/assessment/language/variants/verbs/invite-01.webp,public/audio/vocabulary/invite.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""invite"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""invite"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0367,P1,verbs,label,,verb,true,true,public/images/assessment/language/variants/verbs/label-01.webp,public/audio/vocabulary/label.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""label"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""label"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0368,P1,verbs,learn,,verb,false,true,,public/audio/vocabulary/learn.mp3,,"Record clean child-friendly American English audio for ""learn"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0369,P1,verbs,listen,,verb,false,true,,public/audio/vocabulary/listen.mp3,,"Record clean child-friendly American English audio for ""listen"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,2,0,action_verb_image_and_word_audio,
wm-0370,P1,verbs,look,,verb,false,true,,public/audio/vocabulary/look.mp3,,"Record clean child-friendly American English audio for ""look"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0371,P1,verbs,make,,verb,true,false,public/images/assessment/language/variants/verbs/make-01.webp,,"Create a clear child-friendly cartoon-realistic image showing the action verb ""make"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,1,action_verb_image_and_word_audio,
wm-0372,P1,verbs,measure,,verb,false,true,,public/audio/vocabulary/measure.mp3,,"Record clean child-friendly American English audio for ""measure"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0373,P1,verbs,move,,verb,false,true,,public/audio/vocabulary/move.mp3,,"Record clean child-friendly American English audio for ""move"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0374,P1,verbs,notice,,verb,true,true,public/images/assessment/language/variants/verbs/notice-01.webp,public/audio/vocabulary/notice.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""notice"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""notice"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0375,P1,verbs,pack,,verb,true,true,public/images/assessment/language/variants/verbs/pack-01.webp,public/audio/vocabulary/pack.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""pack"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""pack"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0376,P1,verbs,play,,verb,true,true,public/images/assessment/language/variants/verbs/play-01.webp,public/audio/vocabulary/play.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""play"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""play"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0377,P1,verbs,point,,verb,false,true,,public/audio/vocabulary/point.mp3,,"Record clean child-friendly American English audio for ""point"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0378,P1,verbs,practice,,verb,true,true,public/images/assessment/language/variants/verbs/practice-01.webp,public/audio/vocabulary/practice.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""practice"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""practice"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0379,P1,verbs,pretend,,verb,true,true,public/images/assessment/language/variants/verbs/pretend-01.webp,public/audio/vocabulary/pretend.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""pretend"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""pretend"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0380,P1,verbs,put,,verb,true,true,public/images/assessment/language/variants/verbs/put-01.webp,public/audio/vocabulary/put.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""put"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""put"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0381,P1,verbs,remember,,verb,true,true,public/images/assessment/language/variants/verbs/remember-01.webp,public/audio/vocabulary/remember.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""remember"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""remember"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0382,P1,verbs,repeat,,verb,true,true,public/images/assessment/language/variants/verbs/repeat-01.webp,public/audio/vocabulary/repeat.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""repeat"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""repeat"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0383,P1,verbs,rest,,verb,false,true,,public/audio/vocabulary/rest.mp3,,"Record clean child-friendly American English audio for ""rest"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0384,P1,verbs,return,,verb,true,true,public/images/assessment/language/variants/verbs/return-01.webp,public/audio/vocabulary/return.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""return"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""return"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0385,P1,verbs,say,,verb,false,true,,public/audio/vocabulary/say.mp3,,"Record clean child-friendly American English audio for ""say"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0386,P1,verbs,search,,verb,true,true,public/images/assessment/language/variants/verbs/search-01.webp,public/audio/vocabulary/search.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""search"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""search"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0387,P1,verbs,see,,verb,true,true,public/images/assessment/language/variants/verbs/see-01.webp,public/audio/vocabulary/see.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""see"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""see"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0388,P1,verbs,separate,,verb,true,true,public/images/assessment/language/variants/verbs/separate-01.webp,public/audio/vocabulary/separate.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""separate"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""separate"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0389,P1,verbs,sing,,verb,false,true,,public/audio/vocabulary/sing.mp3,,"Record clean child-friendly American English audio for ""sing"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0390,P1,verbs,solve,,verb,true,true,public/images/assessment/language/variants/verbs/solve-01.webp,public/audio/vocabulary/solve.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""solve"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""solve"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0391,P1,verbs,sprinkle,,verb,true,true,public/images/assessment/language/variants/verbs/sprinkle-01.webp,public/audio/vocabulary/sprinkle.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""sprinkle"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""sprinkle"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0392,P1,verbs,stay,,verb,false,true,,public/audio/vocabulary/stay.mp3,,"Record clean child-friendly American English audio for ""stay"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0393,P1,verbs,stretch,,verb,true,true,public/images/assessment/language/variants/verbs/stretch-01.webp,public/audio/vocabulary/stretch.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""stretch"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""stretch"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0394,P1,verbs,take,,verb,true,false,public/images/assessment/language/variants/verbs/take-01.webp,,"Create a clear child-friendly cartoon-realistic image showing the action verb ""take"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,1,action_verb_image_and_word_audio,
wm-0395,P1,verbs,talk,,verb,false,true,,public/audio/vocabulary/talk.mp3,,"Record clean child-friendly American English audio for ""talk"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0396,P1,verbs,taste,,verb,true,true,public/images/assessment/language/variants/verbs/taste-01.webp,public/audio/vocabulary/taste.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""taste"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""taste"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0397,P1,verbs,think,,verb,false,true,,public/audio/vocabulary/think.mp3,,"Record clean child-friendly American English audio for ""think"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,2,0,action_verb_image_and_word_audio,
wm-0398,P1,verbs,tickle,,verb,true,true,public/images/assessment/language/variants/verbs/tickle-01.webp,public/audio/vocabulary/tickle.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""tickle"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""tickle"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0399,P1,verbs,touch,,verb,false,true,,public/audio/vocabulary/touch.mp3,,"Record clean child-friendly American English audio for ""touch"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0400,P1,verbs,travel,,verb,true,true,public/images/assessment/language/variants/verbs/travel-01.webp,public/audio/vocabulary/travel.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""travel"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""travel"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0401,P1,verbs,try,,verb,false,true,,public/audio/vocabulary/try.mp3,,"Record clean child-friendly American English audio for ""try"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0402,P1,verbs,wait,,verb,false,true,,public/audio/vocabulary/wait.mp3,,"Record clean child-friendly American English audio for ""wait"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0403,P1,verbs,wake,,verb,true,true,public/images/assessment/language/variants/verbs/wake-01.webp,public/audio/vocabulary/wake.mp3,"Create a clear child-friendly cartoon-realistic image showing the action verb ""wake"". The action must be obvious from the picture. No text, labels, signs, speech bubbles, logos, or watermarks.","Record clean child-friendly American English audio for ""wake"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,action_verb_image_and_word_audio,
wm-0404,P1,verbs,walk,,verb,false,true,,public/audio/vocabulary/walk.mp3,,"Record clean child-friendly American English audio for ""walk"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
wm-0405,P1,verbs,wear,,verb,false,true,,public/audio/vocabulary/wear.mp3,,"Record clean child-friendly American English audio for ""wear"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,action_verb_image_and_word_audio,
