word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
lamb,TRUE,FALSE,High,K-Grade 3 vocabulary,Common early nouns - animals,animal / creature word,/media/vocabulary/images/lamb.webp,,"Child-friendly early-reader illustration for ""lamb"". Classroom meaning clue: animal / creature word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
land,TRUE,FALSE,High,Grade 1,Simple CVCC short-vowel words,nature/place word,/media/vocabulary/images/land.webp,,"Child-friendly early-reader illustration for ""land"". Classroom meaning clue: nature/place word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
lane,TRUE,FALSE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lane.webp,,"Child-friendly early-reader illustration for ""lane"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
last,TRUE,FALSE,Medium,Grade 1,Simple CVCC short-vowel words,describing word; tells what something is like,/media/vocabulary/images/last.webp,,"Child-friendly early-reader illustration for ""last"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
late,TRUE,FALSE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/late.webp,,"Child-friendly early-reader illustration for ""late"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
law,TRUE,TRUE,Medium,Grade 1-2,Au / aw / al / all,common K-3 vocabulary word,/media/vocabulary/images/law.webp,/media/vocabulary/audio/law.mp3,"Child-friendly early-reader illustration for ""law"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""law"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Good for early blending and initial/final sound tasks.
lay,TRUE,FALSE,Medium,Grade 1-2,Long a vowel teams ai / ay / eigh,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lay.webp,,"Child-friendly early-reader illustration for ""lay"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
lazy,TRUE,TRUE,Medium,Grade 2-3,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/lazy.webp,/media/vocabulary/audio/lazy.mp3,"Child-friendly early-reader illustration for ""lazy"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""lazy"" once, natural pronunciation, no extra phrase, no music, no sound effects.",4
learn,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/learn.webp,,"Child-friendly early-reader illustration for ""learn"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
leave,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/leave.webp,,"Child-friendly early-reader illustration for ""leave"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
left,TRUE,FALSE,Medium,,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/left.webp,,"Child-friendly early-reader illustration for ""left"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
less,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Common adjectives and describing words K-3,describing word; tells what something is like,/media/vocabulary/images/less.webp,,"Child-friendly early-reader illustration for ""less"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
lesson,TRUE,FALSE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/lesson.webp,,"Child-friendly early-reader illustration for ""lesson"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
letter,TRUE,FALSE,Medium-Low,Grade 1-2,R-controlled er / ir / ur,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/letter.webp,,"Child-friendly early-reader illustration for ""letter"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
lie,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Long i patterns i_e / igh / y / ie,common K-3 vocabulary word,/media/vocabulary/images/lie.webp,/media/vocabulary/audio/lie.mp3,"Child-friendly early-reader illustration for ""lie"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""lie"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
life,TRUE,FALSE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/life.webp,,"Child-friendly early-reader illustration for ""life"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
liked,TRUE,FALSE,Medium,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/liked.webp,,"Child-friendly early-reader illustration for ""liked"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,5
limp,TRUE,TRUE,Medium,,Short vowel words with final blends,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/limp.webp,/media/vocabulary/audio/limp.mp3,"Child-friendly early-reader illustration for ""limp"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""limp"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
line,TRUE,FALSE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/line.webp,,"Child-friendly early-reader illustration for ""line"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
list,TRUE,FALSE,Medium,Grade 1,Short vowel words with final blends,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/list.webp,,"Child-friendly early-reader illustration for ""list"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
listen,TRUE,FALSE,Medium,,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/listen.webp,,"Child-friendly early-reader illustration for ""listen"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
lit,TRUE,FALSE,Medium,K-Grade 1,Short i CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lit.webp,,"Child-friendly early-reader illustration for ""lit"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
longest,TRUE,TRUE,Medium-Low,Grade 2-3,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/longest.webp,/media/vocabulary/audio/longest.mp3,"Child-friendly early-reader illustration for ""longest"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""longest"" once, natural pronunciation, no extra phrase, no music, no sound effects.",7
looked,TRUE,FALSE,Medium-Low,Grade 2-3,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/looked.webp,,"Child-friendly early-reader illustration for ""looked"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
looking,TRUE,FALSE,Medium-Low,Grade 2-3,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/looking.webp,,"Child-friendly early-reader illustration for ""looking"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
lost,TRUE,FALSE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lost.webp,,"Child-friendly early-reader illustration for ""lost"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
lot,TRUE,FALSE,Medium,K-Grade 1,Short o CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lot.webp,,"Child-friendly early-reader illustration for ""lot"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
loud,TRUE,FALSE,Medium,Grade 1-2,Diphthongs ou / ow,describing word; tells what something is like,/media/vocabulary/images/loud.webp,,"Child-friendly early-reader illustration for ""loud"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
love,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/love.webp,,"Child-friendly early-reader illustration for ""love"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
low,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Long o patterns o_e / oa / ow / oe,describing word; tells what something is like,/media/vocabulary/images/low.webp,,"Child-friendly early-reader illustration for ""low"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work. Good for early blending and initial/final sound tasks.
loyal,TRUE,TRUE,Medium,Grade 1-2,Diphthongs oi / oy,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/loyal.webp,/media/vocabulary/audio/loyal.mp3,"Child-friendly early-reader illustration for ""loyal"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""loyal"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
lunches,TRUE,TRUE,Medium-Low,,Inflections - plural / s / es,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/lunches.webp,/media/vocabulary/audio/lunches.mp3,"Child-friendly early-reader illustration for ""lunches"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""lunches"" once, natural pronunciation, no extra phrase, no music, no sound effects.",7
mail,TRUE,FALSE,Medium,Grade 1-2,Long a vowel teams ai / ay / eigh,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/mail.webp,,"Child-friendly early-reader illustration for ""mail"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
main,TRUE,TRUE,Medium,Grade 1-2,Long a vowel teams ai / ay / eigh,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/main.webp,/media/vocabulary/audio/main.mp3,"Child-friendly early-reader illustration for ""main"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""main"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
making,TRUE,FALSE,Medium-Low,Grade 2-3,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/making.webp,,"Child-friendly early-reader illustration for ""making"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
male,TRUE,TRUE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/male.webp,/media/vocabulary/audio/male.mp3,"Child-friendly early-reader illustration for ""male"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""male"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
many,TRUE,FALSE,Medium,Grade 2-3,High-frequency regular and partly decodable K-3 words,describing word; tells what something is like,/media/vocabulary/images/many.webp,,"Child-friendly early-reader illustration for ""many"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
maps,TRUE,TRUE,Medium,,Inflections - plural / s / es,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/maps.webp,/media/vocabulary/audio/maps.mp3,"Child-friendly early-reader illustration for ""maps"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""maps"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
march,TRUE,TRUE,Medium,,Consonant digraphs - ch,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/march.webp,/media/vocabulary/audio/march.mp3,"Child-friendly early-reader illustration for ""march"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""march"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
market,TRUE,TRUE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/market.webp,/media/vocabulary/audio/market.mp3,"Child-friendly early-reader illustration for ""market"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""market"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
mash,TRUE,TRUE,Medium,Grade 1,Consonant digraphs - sh,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/mash.webp,/media/vocabulary/audio/mash.mp3,"Child-friendly early-reader illustration for ""mash"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mash"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
math,TRUE,TRUE,Medium,Grade 1,Consonant digraphs - th / wh / ph,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/math.webp,/media/vocabulary/audio/math.mp3,"Child-friendly early-reader illustration for ""math"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""math"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
maybe,TRUE,FALSE,Medium,Grade 2-3,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/maybe.webp,,"Child-friendly early-reader illustration for ""maybe"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
mean,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/mean.webp,/media/vocabulary/audio/mean.mp3,"Child-friendly early-reader illustration for ""mean"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mean"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
meet,TRUE,TRUE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/meet.webp,/media/vocabulary/audio/meet.mp3,"Child-friendly early-reader illustration for ""meet"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""meet"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
melt,TRUE,TRUE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/melt.webp,/media/vocabulary/audio/melt.mp3,"Child-friendly early-reader illustration for ""melt"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""melt"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
men,TRUE,TRUE,High,K-Grade 1,Short e CVC,more than one man,/media/vocabulary/images/men.webp,/media/vocabulary/audio/men.mp3,"Child-friendly early-reader illustration for ""men"". Classroom meaning clue: more than one man. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""men"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
mend,TRUE,TRUE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/mend.webp,/media/vocabulary/audio/mend.mp3,"Child-friendly early-reader illustration for ""mend"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mend"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
met,TRUE,FALSE,Medium,K-Grade 1,Short e CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/met.webp,,"Child-friendly early-reader illustration for ""met"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
might,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Long i patterns i_e / igh / y / ie,common K-3 vocabulary word,/media/vocabulary/images/might.webp,,"Child-friendly early-reader illustration for ""might"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
mine,TRUE,FALSE,Low,Grade 1-2,CVCe long e / i / o / u,grammar/function word used to build sentences,/media/vocabulary/images/mine.webp,,"Child-friendly early-reader illustration for ""mine"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
mist,TRUE,TRUE,Medium,Grade 1,Short vowel words with final blends,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/mist.webp,/media/vocabulary/audio/mist.mp3,"Child-friendly early-reader illustration for ""mist"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mist"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
mom,TRUE,TRUE,High,,Common early nouns - people and family,mother,/media/vocabulary/images/mom.webp,/media/vocabulary/audio/mom.mp3,"Child-friendly early-reader illustration for ""mom"". Classroom meaning clue: mother. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mom"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
money,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/money.webp,,"Child-friendly early-reader illustration for ""money"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
more,TRUE,FALSE,Medium,Grade 1-2,R-controlled or / ore / oar / our,describing word; tells what something is like,/media/vocabulary/images/more.webp,,"Child-friendly early-reader illustration for ""more"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting. Good for early blending and initial/final sound tasks.
morning,TRUE,FALSE,Medium-Low,,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/morning.webp,,"Child-friendly early-reader illustration for ""morning"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
most,TRUE,FALSE,Low,K-Grade 3 sight/fluency,Common function / grammar words K-3,grammar/function word used to build sentences,/media/vocabulary/images/most.webp,,"Child-friendly early-reader illustration for ""most"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
mother,TRUE,TRUE,High,Grade 1-2,R-controlled er / ir / ur,female parent,/media/vocabulary/images/mother.webp,/media/vocabulary/audio/mother.mp3,"Child-friendly early-reader illustration for ""mother"". Classroom meaning clue: female parent. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mother"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
mouth,TRUE,FALSE,High,Grade 1-2,Diphthongs ou / ow,body part used for speaking/eating,/media/vocabulary/images/mouth.webp,,"Child-friendly early-reader illustration for ""mouth"". Classroom meaning clue: body part used for speaking/eating. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
move,TRUE,FALSE,Medium,,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/move.webp,,"Child-friendly early-reader illustration for ""move"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
mow,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Long o patterns o_e / oa / ow / oe,common K-3 vocabulary word,/media/vocabulary/images/mow.webp,/media/vocabulary/audio/mow.mp3,"Child-friendly early-reader illustration for ""mow"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""mow"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work. Good for early blending and initial/final sound tasks.
much,TRUE,FALSE,Low,Grade 1,Consonant digraphs - ch,grammar/function word used to build sentences,/media/vocabulary/images/much.webp,,"Child-friendly early-reader illustration for ""much"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
mum,TRUE,FALSE,High,K-Grade 3 vocabulary,Common early nouns - people and family,people/family word,/media/vocabulary/images/mum.webp,,"Child-friendly early-reader illustration for ""mum"". Classroom meaning clue: people/family word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
music,TRUE,TRUE,Medium,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/music.webp,/media/vocabulary/audio/music.mp3,"Child-friendly early-reader illustration for ""music"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""music"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
myself,TRUE,FALSE,Low,Grade 2-3,High-frequency regular and partly decodable K-3 words,common high-frequency word for reading fluency,/media/vocabulary/images/myself.webp,,"Child-friendly early-reader illustration for ""myself"". Classroom meaning clue: common high-frequency word for reading fluency. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
name,TRUE,FALSE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/name.webp,,"Child-friendly early-reader illustration for ""name"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
named,TRUE,TRUE,Medium,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/named.webp,/media/vocabulary/audio/named.mp3,"Child-friendly early-reader illustration for ""named"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""named"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
