acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_000490,/guided-reading/nonfiction/level-c/book-08/page-003.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,9,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-003.webp"
Y,,,N,,img_000491,/guided-reading/nonfiction/level-c/book-08/page-004.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,10,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-004.webp"
Y,,,N,,img_000492,/guided-reading/nonfiction/level-c/book-08/page-005.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,11,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-005.webp"
Y,,,N,,img_000493,/guided-reading/nonfiction/level-c/book-08/page-006.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,12,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-006.webp"
Y,,,N,,img_000494,/guided-reading/nonfiction/level-c/book-08/page-007.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,13,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-007.webp"
Y,,,N,,img_000495,/guided-reading/nonfiction/level-c/book-08/page-008.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,14,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-008.webp"
Y,,,N,,img_000496,/guided-reading/nonfiction/level-c/book-08/page-009.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,15,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-08/page-009.webp"
Y,,,N,,img_000497,/guided-reading/nonfiction/level-c/book-09/cover.webp,cover,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,16,unreviewed,"Create a clean guided reading page/cover style continuity replacement for cover. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/cover.webp"
Y,,,N,,img_000498,/guided-reading/nonfiction/level-c/book-09/page-001.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,17,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-001.webp"
Y,,,N,,img_000499,/guided-reading/nonfiction/level-c/book-09/page-002.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,18,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-002.webp"
Y,,,N,,img_000500,/guided-reading/nonfiction/level-c/book-09/page-003.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,19,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-003.webp"
Y,,,N,,img_000501,/guided-reading/nonfiction/level-c/book-09/page-004.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,20,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-004.webp"
Y,,,N,,img_000502,/guided-reading/nonfiction/level-c/book-09/page-005.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,21,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-005.webp"
Y,,,N,,img_000503,/guided-reading/nonfiction/level-c/book-09/page-006.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,22,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-006.webp"
Y,,,N,,img_000504,/guided-reading/nonfiction/level-c/book-09/page-007.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,23,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-007.webp"
Y,,,N,,img_000505,/guided-reading/nonfiction/level-c/book-09/page-008.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,24,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-008.webp"
Y,,,N,,img_000506,/guided-reading/nonfiction/level-c/book-09/page-009.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,25,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-09/page-009.webp"
Y,,,N,,img_000507,/guided-reading/nonfiction/level-c/book-10/cover.webp,cover,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,26,unreviewed,"Create a clean guided reading page/cover style continuity replacement for cover. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/cover.webp"
Y,,,N,,img_000508,/guided-reading/nonfiction/level-c/book-10/page-001.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,27,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-001.webp"
Y,,,N,,img_000509,/guided-reading/nonfiction/level-c/book-10/page-002.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,28,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-002.webp"
Y,,,N,,img_000510,/guided-reading/nonfiction/level-c/book-10/page-003.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,29,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-003.webp"
Y,,,N,,img_000511,/guided-reading/nonfiction/level-c/book-10/page-004.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,30,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-004.webp"
Y,,,N,,img_000512,/guided-reading/nonfiction/level-c/book-10/page-005.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,31,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-005.webp"
Y,,,N,,img_000513,/guided-reading/nonfiction/level-c/book-10/page-006.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,32,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-006.webp"
Y,,,N,,img_000514,/guided-reading/nonfiction/level-c/book-10/page-007.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,33,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-007.webp"
Y,,,N,,img_000515,/guided-reading/nonfiction/level-c/book-10/page-008.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,34,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-008.webp"
Y,,,N,,img_000516,/guided-reading/nonfiction/level-c/book-10/page-009.webp,page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,35,unreviewed,"Create a clean guided reading page/cover style continuity replacement for page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/nonfiction/level-c/book-10/page-009.webp"
Y,,,N,,img_000517,/guided-reading/pages/gr-a-26-page-1.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,36,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-1.png"
Y,,,N,,img_000518,/guided-reading/pages/gr-a-26-page-2.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,37,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-2.png"
Y,,,N,,img_000519,/guided-reading/pages/gr-a-26-page-3.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,38,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-3.png"
Y,,,N,,img_000520,/guided-reading/pages/gr-a-26-page-4.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,39,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-4.png"
Y,,,N,,img_000521,/guided-reading/pages/gr-a-26-page-5.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,40,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-5.png"
Y,,,N,,img_000522,/guided-reading/pages/gr-a-26-page-6.png,gr a 26 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,41,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 26 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-26-page-6.png"
Y,,,N,,img_000523,/guided-reading/pages/gr-a-27-page-1.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,42,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-1.png"
Y,,,N,,img_000524,/guided-reading/pages/gr-a-27-page-2.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,43,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-2.png"
Y,,,N,,img_000525,/guided-reading/pages/gr-a-27-page-3.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,44,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-3.png"
Y,,,N,,img_000526,/guided-reading/pages/gr-a-27-page-4.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,45,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-4.png"
Y,,,N,,img_000527,/guided-reading/pages/gr-a-27-page-5.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,46,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-5.png"
Y,,,N,,img_000528,/guided-reading/pages/gr-a-27-page-6.png,gr a 27 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,47,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 27 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-27-page-6.png"
Y,,,N,,img_000529,/guided-reading/pages/gr-a-28-page-1.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,48,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-1.png"
Y,,,N,,img_000530,/guided-reading/pages/gr-a-28-page-2.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,49,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-2.png"
Y,,,N,,img_000531,/guided-reading/pages/gr-a-28-page-3.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,50,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-3.png"
Y,,,N,,img_000532,/guided-reading/pages/gr-a-28-page-4.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,51,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-4.png"
Y,,,N,,img_000533,/guided-reading/pages/gr-a-28-page-5.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,52,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-5.png"
Y,,,N,,img_000534,/guided-reading/pages/gr-a-28-page-6.png,gr a 28 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,53,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 28 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-28-page-6.png"
Y,,,N,,img_000535,/guided-reading/pages/gr-a-29-page-1.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,54,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-1.png"
Y,,,N,,img_000536,/guided-reading/pages/gr-a-29-page-2.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,55,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-2.png"
Y,,,N,,img_000537,/guided-reading/pages/gr-a-29-page-3.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,56,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-3.png"
Y,,,N,,img_000538,/guided-reading/pages/gr-a-29-page-4.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,57,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-4.png"
Y,,,N,,img_000539,/guided-reading/pages/gr-a-29-page-5.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,58,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-5.png"
Y,,,N,,img_000540,/guided-reading/pages/gr-a-29-page-6.png,gr a 29 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,59,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 29 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-29-page-6.png"
Y,,,N,,img_000541,/guided-reading/pages/gr-a-30-page-1.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,60,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-1.png"
Y,,,N,,img_000542,/guided-reading/pages/gr-a-30-page-2.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,61,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-2.png"
Y,,,N,,img_000543,/guided-reading/pages/gr-a-30-page-3.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,62,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-3.png"
Y,,,N,,img_000544,/guided-reading/pages/gr-a-30-page-4.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,63,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-4.png"
Y,,,N,,img_000545,/guided-reading/pages/gr-a-30-page-5.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,64,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-5.png"
Y,,,N,,img_000546,/guided-reading/pages/gr-a-30-page-6.png,gr a 30 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,65,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr a 30 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-a-30-page-6.png"
Y,,,N,,img_000547,/guided-reading/pages/gr-b-10-page-1.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,66,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-1.png"
Y,,,N,,img_000548,/guided-reading/pages/gr-b-10-page-2.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,67,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-2.png"
Y,,,N,,img_000549,/guided-reading/pages/gr-b-10-page-3.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,68,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-3.png"
Y,,,N,,img_000550,/guided-reading/pages/gr-b-10-page-4.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,69,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-4.png"
